organization;creators;title;directors;premiere
kleines theater - Kammerspiele Landshut;Tennessee Williams;Die Glasmenagerie;Sven Grunert;2013
kleines theater - Kammerspiele Landshut;Theo van Gogh / Theodor Holman;Das Interview;Matthias Ebert;2014
Komödie Düsseldorf;Barry Creyton;Doppelfehler;Helmuth Fuschl;2014
Komödie Düsseldorf;Florian Battermann;Pretty Girl;Helmuth Fuschl;2014
Komödie Düsseldorf;Francis Veber;Die Steuer, mein Onkel + ich;Helmuth Fuschl;2015
Komödie Düsseldorf;Joseph Kesselring;Arsen und Spitzenhäubchen;Helmuth Fuschl;2013
Komödie Düsseldorf;Neil Simon;Das zweite Kapitel;Herbert Herrmann;2014
Komödie Düsseldorf;Vittorio Alfieri;Sechs Tanzstunden in sechs Wochen;Volker Jeck;2015
Komödie Kassel;Enrique Keil;Beatles on Board;Knut Schakinnis;2010
Komödie Kassel;Ken Ludwig;Otello darf nicht platzen;Knut Schakinnis /Karsten Engelhard;2007
KONZERT THEATER BERN;Aischylos;Die Töchter des Danaos;Ramin Gray;2015
KONZERT THEATER BERN;Alban Berg;Wozzeck;Roman Brogli-Sacher / Marc Adam;2008
KONZERT THEATER BERN;Alfred Bruneau;L’attaque du Moulin;Jerome Pillement;2011
KONZERT THEATER BERN;Andrea Lorenzo Scartazzini;Wut;Dorian Keilhack / Dieter Kaegi;2010
KONZERT THEATER BERN;Andy Hallwaxx;The true Story of Frank Sinatra & Ava Gardner;Gerald Stollwitzer;2009
KONZERT THEATER BERN;Anne Lepper;Wir sind nur aus Versehen hier;Dominic Friedel;2014
KONZERT THEATER BERN;Antonín Dvořák;Rusalka;Markus Bothe;2015
KONZERT THEATER BERN;Arno Camenisch;Fred und Franz;Mario Matthias;2014
KONZERT THEATER BERN;August Strindberg;Ein Traumspiel;Linus Tunström;2007
KONZERT THEATER BERN;Béla Bartók;Herzog Blaubarts Burg;Joachim Schlömer;2015
KONZERT THEATER BERN;Benjamin Britten;A Midsummer Night’s Dream;Dorian Keilhack / Anthony Pilavachi;2009
KONZERT THEATER BERN;Benjamin Britten;Peter Grimes;Ludger Engels;2014
KONZERT THEATER BERN;Ben Jonson;Volpone oder Der Fuchs;Claudia Bauer;2014
KONZERT THEATER BERN;Bertolt Brecht;Der gute Mensch von Sezuan;Johannes Lepper;2016
KONZERT THEATER BERN;Bertolt Brecht;Sieh mich an und sprich;Markus Heinzelmann;2006
KONZERT THEATER BERN;Carl Maria von Weber;Der Freyschütz;Mario Venzago / Michael Simon;2013
KONZERT THEATER BERN;Carlo Goldoni;Der Impresario von Smyrna;Erich Sidler;2009
KONZERT THEATER BERN;Carl Zeller;X-Freunde;Franziska Marie Gramss;2013
KONZERT THEATER BERN;Charles Lewinsky;Melnitz;Adriana Altaras;2014
KONZERT THEATER BERN;Christian Jost;Vipern;Eike Gramss;2007
KONZERT THEATER BERN;Christian Kracht;Ich werde hier sein im Sonnenschein;Jan-Christoph Gockel;2014
KONZERT THEATER BERN;Christoph Willibald Gluck;Armide;Mario Venzago / Anna-Sophie Mahler;2014
KONZERT THEATER BERN;Dagny Gioulami;Mattemärli;Johannes Rieder;2008
KONZERT THEATER BERN;David Greig /Gordon McIntyre;Eine Sommernacht;Patricia Benecke;2015
KONZERT THEATER BERN;Dennis Kelly;Die Opferung von Gorge Mastromas;Nina Gühlstorff;2014
KONZERT THEATER BERN;Edmond Rostand;Cyrano de Begerac;Markus Bothe;2015
KONZERT THEATER BERN;Eduard Künneke;Der Veter aus Dingsda;Mara Kurotschka;2014
KONZERT THEATER BERN;Elfriede Jelinek;Die Schutzbefohlenen;Claudia Meyer;2016
KONZERT THEATER BERN;Emilio García Wehbi;Das brennende Haus;Emilio Garcia Wehbi / Maricel Alvarez;2015
KONZERT THEATER BERN;Enda Walsh;The Walworth Farce;Erich Sidler;2008
KONZERT THEATER BERN;Erich Wolfgang Korngold;Die tote Stadt;Srboljub Dinić / Gabriele Rech;2011
KONZERT THEATER BERN;Estefania Miranda;Das Schloss;Estefania Miranda;2015
KONZERT THEATER BERN;Fabian Chiquet;The Wedding Party Massacre;Fabian Chiquet;2015
KONZERT THEATER BERN;Felicia Zeller;Kaspar Häuser Meer;Dominik Günther;2010
KONZERT THEATER BERN;Frank Wedekind;Lulu;Ingo Kerkhof;2008
KONZERT THEATER BERN;Franz Lehár;Die lustige Witwe;Srboljub Dinic / Guy Joosten;2006
KONZERT THEATER BERN;Frederick Loewe;My fair Lady;Pascale Chevroton;2007
Konzert Theater Bern;Friedrich Dürrenmatt;Das Versprechen;Niklas Ritter;2016
KONZERT THEATER BERN;Friedrich Hölderlin;Hyperion;Philipp Becker;2007
KONZERT THEATER BERN;Friedrich Karl Waechter;Gott Fritz oder Die Schöpfung;Mario Portmann;2006
KONZERT THEATER BERN;George Orwell;Farm der Tiere;Jens Daryousch Ravari;2013
KONZERT THEATER BERN;Georges Asperghis;Zeugen;Zsolt Nagy / Georges Asperghis;2007
KONZERT THEATER BERN;Georg Friedrich Händel;Semele;George Petrou / Jakob Peters-Messer;2011
KONZERT THEATER BERN;Gerhard Meister;Hugos schöner Schatten;Katharina Ramser;2009
KONZERT THEATER BERN;Giacomo Puccini;Tosca;Srboljub Dinić / Anthony Pilavachi;2010
KONZERT THEATER BERN;Gioachino Rossini;Der Barbier von Sevilla;Srboljub Dinic / Mariame Clément;2008
KONZERT THEATER BERN;Giorgio Battistelli;Prova d’Orchestra;Luca Pfaff / Immo Karaman;2007
KONZERT THEATER BERN;Giuseppe Verdi;Falstaff;Eike Gramss;2007
KONZERT THEATER BERN;Giuseppe Verdi;La Traviata;Jetske Mijnssen;2013
KONZERT THEATER BERN;Giuseppe Verdi;La Traviata;Mariame Clément;2007
KONZERT THEATER BERN;Giuseppe Verdi;L‘Orfeo;Lydia Steier;2015
KONZERT THEATER BERN;Giuseppe Verdi;Rigoletto;Srboljub Dinic / Reto Nickler;2008
Konzert Theater Bern;Giuseppe Verdi;Un ballo i maschera;Adriana Altaras;2016
KONZERT THEATER BERN;Giuseppe Verdi;Un Ballo in maschera;Srboljub Dinić / Wolf Widder;2009
KONZERT THEATER BERN;Hans Christian Andersen;Die Schneekönigin;Ingrid Gündisch;2010
KONZERT THEATER BERN;Heinrich von Kleist;Das Erdbeben in Chili;Ulrich Rasche;2015
KONZERT THEATER BERN;Heinrich von Kleist;Der zerbrochne Kug;Mathias Schönsee;2014
KONZERT THEATER BERN;Henrik Ibsen;Hedda Gabler;Antje Thoms;2011
KONZERT THEATER BERN;Henrik Ibsen;Nora;Ingo Berk;2016
KONZERT THEATER BERN;Hermann Hesse;Der Steppenwolf;David Mouchtar-Samorei;2007
KONZERT THEATER BERN;Hiob Roth / Koen Tachelet;Hiob;Ingo Berk;2015
KONZERT THEATER BERN;Homer / Raoul Schrott;Die Ilias;Volker Hesse;2014
KONZERT THEATER BERN;Jacques Offenbach;Les Contes d’Hoffmann;Srboljub Dinić / Johannes Erath;2008
KONZERT THEATER BERN;James Matthew Barrie;Peter Pan;Michael Lippold;2015
KONZERT THEATER BERN;Jan Dismas Zelenka;Schrottengel;Stefan Huber;2007
KONZERT THEATER BERN;Jeremias Gotthelf / Erich Sidler;Die schwarze Spinne;Erich Sidler;2007
KONZERT THEATER BERN;Johann Strauss (Sohn) ;Die Fledermaus;Srboljub Dinić / Bernd Mottl;2008
KONZERT THEATER BERN;Johann Wolfgang von Goethe;Faust;Claudia Bauer;2014
KONZERT THEATER BERN;Johann Wolfgang von Goethe;Werther;Max Merker;2010
KONZERT THEATER BERN;John Kander / Fred Ebb / Joe Masteroff;Cabaret;Matthias Schönse;2013
KONZERT THEATER BERN;Jules Massenet;Cendrillon;David Kleijner / Johannes Erath;2007
KONZERT THEATER BERN;Juli Zeh / Charlotte Roos;Yellow Line;Jan Stephan Schmieding;2014
KONZERT THEATER BERN;Karl Schönherr;Der Weibsteufel;Claudia Meyer;2014
KONZERT THEATER BERN;Kay Pollak;Wie im Himmel;David Mouchtar-Samorai;2016
KONZERT THEATER BERN;Klaus Händl;Gruppe Junger Hund;Stefan Otteni;2010
KONZERT THEATER BERN;Kurt Weill;Aufstieg und Fall der Stadt Mahagonny;Harry Kupfer;2006
KONZERT THEATER BERN;Leoš Janáček;Das schlaue Füchslein;Markus Bothe;2014
KONZERT THEATER BERN;Lot Vekemans;Judas;Markus Kubesch;2015
KONZERT THEATER BERN;Luigi Cherubini;Medea;Srboljub Dinic;2008
KONZERT THEATER BERN;Lukas Bärfuss;Die Probe;Stefan Otteni;2007
KONZERT THEATER BERN;Lukas Bärfuss;Ebenda – Ein Gedächtnistheater;Christian Probst;2008
KONZERT THEATER BERN;Mark-Anthony Turnage;Greek;Teresa Rotemberg;2015
KONZERT THEATER BERN;Martin Crimp;Die Stadt;Erik Altorfer;2008
KONZERT THEATER BERN;Max Eipp;Wut;Johannes Rieder;2011
KONZERT THEATER BERN;Max Frisch;Biedermann und die Brandstifter;Claudia Meyer;2014
KONZERT THEATER BERN;Max Frisch / Philipp Becker;Mein Name sei Gantenbein;Philipp Becker;2009
KONZERT THEATER BERN;Michael Frei / Antje Thoms;Sehnsucht ist unheilbar;Antje Thoms;2010
KONZERT THEATER BERN;Miguel del Arco;Helena – Plädoyer für eine Schlampe;Patricia Berchtold;2014
KONZERT THEATER BERN;Molière;Der Menschenfeind;Stefan Otteni;2008
KONZERT THEATER BERN;Molière;Tartuffe;Erich Sidler;2010
KONZERT THEATER BERN;Neil LaBute;Tief in einem dunklen Wald;Mario Matthias;2014
KONZERT THEATER BERN;Nick Cave / Rebekka Kricheldorf;Murder Ballads;Erich Sidler;2011
KONZERT THEATER BERN;Otto Nicolai;Die lustigen Weiber;Gerald Stollwitzer;2011
KONZERT THEATER BERN;Per Nørgård;Der göttliche Tivoli;Dorian Keilhack / Sandra Leupold;2008
KONZERT THEATER BERN;Peter Lund;Hexe Hillary geht in die Oper;Eva-Maria Abelein;2007
KONZERT THEATER BERN;Peter Turrini / Matto Kämpf;Josef und Maria;Katharina Loeb;2010
KONZERT THEATER BERN;Philipp Löhle;Ein neues Stück;Volker Hese;2014
KONZERT THEATER BERN;Pierre Corneille;Triumph der Illusionen;Ingo Kerkhof;2007
KONZERT THEATER BERN;Rebekka Kricheldorf;Rosa und Blanca;Erich Sidler;2008
KONZERT THEATER BERN;Reto Finger;Kaltes Land;Erik Altorfer;2008
KONZERT THEATER BERN;Richard Strauss;Ariadne auf Naxos;Lydia Steier;2014
KONZERT THEATER BERN;Richard Strauss;Der Rosenkavalier;Srboljub Dinić / Immo Karaman;2009
KONZERT THEATER BERN;Richard Strauss;Salome;Ludger Engels;2015
KONZERT THEATER BERN;Richard Wagner;Lohengrin;Stephan Märki;2015
KONZERT THEATER BERN;Rodrigo Garcia;Picknick auf Golgatha;Claudia Bossard;2015
KONZERT THEATER BERN;Ruggero Leoncavallo;Pagliacci – Die Clowns;Joachim Schlömer;2016
KONZERT THEATER BERN;Sabine Harbeke;Nachts ist es anders;Sabine Harbeke;2006
KONZERT THEATER BERN;Sabine Pochhammer / Bettina Oberli;Altweiberfrühling;Stefan Huber;2011
KONZERT THEATER BERN;Samuel Beckett;Endspiel;Stefan Suske / Uwe Schönbeck;2006
KONZERT THEATER BERN;Sergei Prokofjew;Die Liebe zu den drei Orangen;Roland Kluttig / Marc Adam;2010
KONZERT THEATER BERN;Tankred Dorst;Merlin oder Das wüste Land;Jan-Christoph Gockel;2015
KONZERT THEATER BERN;Tennessee Williams;Endstation Sehnsucht;Ingo Kerkhof;2009
KONZERT THEATER BERN;Thomas Mann;Buddenbrooks;Barbara-David Brüesch;2006
KONZERT THEATER BERN;T. S. Eliot;Ein verdienter Staatsmann;Eike Gramss;2007
KONZERT THEATER BERN;Vincent d’Indy;Fervaal;Srboljub Dinić;2009
KONZERT THEATER BERN;William Shakespeare;König Lear;Lisa Nielebock;2013
KONZERT THEATER BERN;William Shakespeare;Othello;Claudia Meyer;2015
KONZERT THEATER BERN;William Shakespeare;Viel Lärm um nichts;Georg Schmiedleitner;2007
KONZERT THEATER BERN;Witold Gombrowicz;Yvonne, Prinzessin von Burgund;Matthias Kaschig;2008
KONZERT THEATER BERN;Wolfgang Amadeus Mozart;Die Zauberflöte;Nigel Lowery;2014
KONZERT THEATER BERN;Wolfgang Amadeus Mozart;Don Giovanni;Dorian Keilhack / Elisabeth Linton;2011
KONZERT THEATER BERN;Wolfgang Amadeus Mozart;Le Nozze di Figaro;Stephan Müller;2006
KONZERT THEATER BERN;Wolfram von Eschenbach / Lukas Bärfuss;Parzival;Matthias Kaschig;2010
Konzert und Theater St. Gallen;Adam Long / Daniel Singer / Jess Winfield;Shakespeares sämtliche Werke, leicht gekürzt;Florian Rexer;2006
Konzert und Theater St. Gallen;Alban Berg;Wozzeck;David Stern / Alexander Nerlich;2010
Konzert und Theater St. Gallen;Alfredo Catalani;La Wally;Guy Joosten;2012
Konzert und Theater St. Gallen;Andri Beyeler;Die Kuh Rosmarie;Susanne Schemschies;2006
Konzert und Theater St. Gallen;Antoine de Saint-Exupéry;Der kleine Prinz;Marcelo Diaz;2007
Konzert und Theater St. Gallen;Arthur Miller;Hexenjagd;Krzysztof Minkowski;2015
Konzert und Theater St. Gallen;Arthur Schnitzler;Das weite Land;Tim Kramer;2016
Konzert und Theater St. Gallen;Astrid Lindgren;Pippi Langstrumpf;Marcelo Diaz;2010
Konzert und Theater St. Gallen;Bertolt Brecht / Kurt Weill;Die Dreigroschenoper;Kurt Josef Schildknecht;2010
Konzert und Theater St. Gallen;Bruno Pellandini;Bärenjagd;Elisabeth Gabriel;2008
Konzert und Theater St. Gallen;Carl Maria von Weber;Der Freischütz;Anthony Pilavachi;2008
Konzert und Theater St. Gallen;Carl Zuckmayer;Katharina Knie;Tim Kramer;2015
Konzert und Theater St. Gallen;Christa Wolf;Jedem Anfang wohnt in Zauber inne;Tim Kramer;2008
Konzert und Theater St. Gallen;Claude-Michel Schönberg;Les Misérables;Matthias Davids;2007
Konzert und Theater St. Gallen;David Gieselmann;Die Plantage;Dana Csapo;2007
Konzert und Theater St. Gallen;Elfriede Jelinek;Die Kontrakte des Kaufmanns;Arnarsson;2011
Konzert und Theater St. Gallen;Elfriede Jelinek;Winterreise;Peter Ries;2012
Konzert und Theater St. Gallen;Elisabeth Gabriel / Nina Stazol;Paul Grüninger;Elisabeth Gabriel;2013
Konzert und Theater St. Gallen;Emmerich Kálmán;Gräfin Mariza;Stefan Huber;2014
Konzert und Theater St. Gallen;Erich Wolfgang Korngold;Die stumme Serenade;Jeremy Carnall / Dorothea Schroeder;2009
Konzert und Theater St. Gallen;Erke Duit;Ja Schatz;Erke Duit;2012
Konzert und Theater St. Gallen;Ferdinand Raimund;Alpenkönig und Menschenfeind;Kurt-Josef Schildknecht;2009
Konzert und Theater St. Gallen;Ferenc Molnár;Liliom;Josef E. Köpplinger;2007
Konzert und Theater St. Gallen;Francisco Obieta;Destino Tango;Pascale Sabine Chevroton;2008
Konzert und Theater St. Gallen;Francis H. Burnett  / Thomas Richter;Der kleine Lord;Dora Schneider;2014
Konzert und Theater St. Gallen;Frank Wildhorn;Der Graf von Monte Christo;Koen Schoots / Andreas Gergen;2009
Konzert und Theater St. Gallen;Franz Lehár;Die lustige Witwe;Jeremy Carnall / Hansjörg Hack;2008
Konzert und Theater St. Gallen;Friedrich Dürrenmatt;Der Besuch der alten Dame;K.J.Schildknecht;2014
Konzert und Theater St. Gallen;Friedrich Dürrenmatt;Der Verdacht;Karoline Exner;2012
Konzert und Theater St. Gallen;Friedrich Dürrenmatt;Die Panne;Elisabeth Gabriel;2011
Konzert und Theater St. Gallen;Friedrich Dürrenmatt;Die Physiker;Rudolf Zollner;2007
Konzert und Theater St. Gallen;Friedrich Schiller;Maria Stuart;Tim Kramer;2009
Konzert und Theater St. Gallen;Friedrich Schiller;Wilhelm Tell;Samuel Schwarz;2006
Konzert und Theater St. Gallen;Gaetano Donizetti;Lucia di Lammermoor;Peter Tilling / Stefano Vizioli;2007
Konzert und Theater St. Gallen;Georg Büchner / Friedrich Nietzsche / Franz Kafka;Lenz;Tim Kramer;2016
Konzert und Theater St. Gallen;Georges Bizet;Carmen;Franziska Severin;2007
Konzert und Theater St. Gallen;Georges Bizet;Carmen;Nicola Berloffa;2014
Konzert und Theater St. Gallen;Georges Feydeau;Der Floh im Ohr;Wolf Dietrich Sprenger;2011
Konzert und Theater St. Gallen;Giacomo Puccini;Tosca;Alexander Nelich;2016
Konzert und Theater St. Gallen;Gioachino Rossini;Il Barbiere di Siviglia;David Stern / Aron Stiehl;2011
Konzert und Theater St. Gallen;Giuseppe Verdi;Ernani;Massimo Gasparòn;2006
Konzert und Theater St. Gallen;Giuseppe Verdi;La forza del destino;Otto Tausk;2013
Konzert und Theater St. Gallen;Giuseppe Verdi;La Traviata;Maurizio Barbacini / Giuseppe Frigeni;2008
Konzert und Theater St. Gallen;Giuseppe Verdi;Macbeth;Aron Stiehl;2015
Konzert und Theater St. Gallen;Giuseppe Verdi;Rigoletto;Rosetta Cucchi;2012
Konzert und Theater St. Gallen;Hans Werner Henze;Pollicino;Philipp M. Krenn;2016
Konzert und Theater St. Gallen;Heinrich Sutermeister / Othmar Schoeck;Die schwarze Spinne / Notturno;Aurelia Eggers / Philipp Egli;2007
Konzert und Theater St. Gallen;Heinrich von Kleist;Das Käthchen von Heilbronn;Jérôme Junod;2013
Konzert und Theater St. Gallen;Henrik Ibsen;Ein Volksfeind;Martin Schulze;2008
Konzert und Theater St. Gallen;Henrik Ibsen;Gespenster;Stefan Kraft;2015
Konzert und Theater St. Gallen;Iwan Wyrypajew;Illusionen;Stephan Roppel;2016
Konzert und Theater St. Gallen;Jacques Offenbach;La Périchole;Ulrich Michael;2006
Konzert und Theater St. Gallen;James Matthew Barrie;Peter Pan;Sibylle Broll-Pape;2006
Konzert und Theater St. Gallen;Janosch;Oh, wie schön ist Panama;Susanne Schemschies;2007
Konzert und Theater St. Gallen;Johanna Spyri;Heidi;Wolf-Dietrich Sprenger;2012
Konzert und Theater St. Gallen;Johann Nestroy;der Talisman;Harald Posch;2008
Konzert und Theater St. Gallen;Johann Strauss (Sohn) ;Die Fledermaus;Jan Schmidt-Garre / Hansjörg Hack;2010
Konzert und Theater St. Gallen;Johann Strauss (Sohn) ;Wiener Blut;Volker Vogel;2006
Konzert und Theater St. Gallen;Johann Wolfgang von Goethe;Clavigo;Wolf-Dietrich Sprenger;2008
Konzert und Theater St. Gallen;John Kander / Fred Ebb / Joe Masteroff;Cabaret;Cusch Jung;2007
Konzert und Theater St. Gallen;John Wolf Brennan;Night. Shift;Jakob Peters-Messer;2007
Konzert und Theater St. Gallen;Jonas Lüscher;Frühling der Barbaren;Tim Kramer;2015
Konzert und Theater St. Gallen;Joseph Haydn;Il mondo della luna;David Stern / Aron Stiehl;2008
Konzert und Theater St. Gallen;Kai Hensel;Klamms krieg;Susanne Schemschies;2008
Konzert und Theater St. Gallen;Karl Jenkins;Eloise;Natascha Ursuliak;2013
Konzert und Theater St. Gallen;Leonard Bernstein;West Side Story;Melissa King;2015
Konzert und Theater St. Gallen;Leo Tolstoi / Armin Petras;Anna Karenina;Ulrich Wiggers;2015
Konzert und Theater St. Gallen;Lucy Prebble;The Effect;Melanie Oşan;2015
Konzert und Theater St. Gallen;Marc Becker;Wir im Finale;Martin Schulze;2008
Konzert und Theater St. Gallen;Marco Santi / Georg Friedrich Händel;Alcina;Marco Santi / Jeremy Carnall;2011
Konzert und Theater St. Gallen;Marco Santi / Georg Friedrich Händel;Alcna;Marco Santi / Jeremy Carnall;2011
Konzert und Theater St. Gallen;Marc Shaiman;Hairspray;Matthias Davids;2008
Konzert und Theater St. Gallen;Mark Ravenhill;Shoppen und Ficken;Tim Kramer;2007
Konzert und Theater St. Gallen;Max Frisch;Andorra;Katja Langenbach;2015
Konzert und Theater St. Gallen;Michael Kunze / Dario Farina;Don Camillo & Peppone;Andreas Gergen;2016
Konzert und Theater St. Gallen;Michael Kunze  / Dieter Falk;Moses;Martin Duncan;2013
Konzert und Theater St. Gallen;Mira Lobe;Das kleine Ich bin Ich;Antonia Brix;2012
Konzert und Theater St. Gallen;Moritz Rinke;Wir lieben und wissen nichts;Roland Koch;2014
Konzert und Theater St. Gallen;Neil LaBute;Das Mass der Dinge;Tim Kramer;2008
Konzert und Theater St. Gallen;Neil LaBute;Fettes Schwein;Veit Güssow;2011
Konzert und Theater St. Gallen;Ödön von Horváth;Der jüngste Tag;Tim Kramer;2010
Konzert und Theater St. Gallen;Otfried Preußler;Der Räuber Hotzenplotz;Susanne Schemschies;2008
Konzert und Theater St. Gallen;Otfried Preußler;Die kleine Hexe;Susanne Schemschies;2010
Konzert und Theater St. Gallen;Otto Nicolai;Die lustigen Weiber von Windsor;Franziska Severin;2007
Konzert und Theater St. Gallen;Patrick Barlow;Der Messias;Stefan Kraft;2012
Konzert und Theater St. Gallen;Peter Stamm;Der Kuss des Kohaku;Stephan Roppel;2009
Konzert und Theater St. Gallen;Philipp Egli / Nick Hobbs;City Rhythm;Philipp Egli / Nick Hobbs;2008
Konzert und Theater St. Gallen;Pietro Mascagni;Cavalleria rusticana;Arnaud Bernard;2007
Konzert und Theater St. Gallen;Pjotr Iljitsch Tschaikowski;Eugen Onegin;Lydia Steier;2015
Konzert und Theater St. Gallen;Pjotr Iljitsch Tschaikowski;Pique Dame;Andriy Yurkevych / Christof Loy;2009
Konzert und Theater St. Gallen;Richard Strauss;Arabella;David Stern / Jakob Peters-Messer;2009
Konzert und Theater St. Gallen;Richard Strauss;Ariadne auf Naxos;Aron Stiehl;2013
Konzert und Theater St. Gallen;Robert Lopez / Jeff Marx;Avenue Q;Dominik Flaschka;2011
Konzert und Theater St. Gallen;Samuel Beckett;Dramaticules;Peter Ries;2014
Konzert und Theater St. Gallen;Samuel Beckett;Warten auf Godot;Birgit Doll;2006
Konzert und Theater St. Gallen;Sven Nordqvist;Pettersson und Findus;Susanne Schemschies;2008
Konzert und Theater St. Gallen;Thomas Freyer;Amoklauf mein Kinderspiel;Katja Langenbach;2009
Konzert und Theater St. Gallen;Thomas Pigor / Christoph Swoboda / Wolfgang Böhmer;Blutiger Honig;Ricarda Regina Ludigkeit;2007
Konzert und Theater St. Gallen;Tom Hedley / Robert Cary / Robbie Roth;Flashdance;Matthias Davids;2015
Konzert und Theater St. Gallen;Urs Widmer;Das Ende vom Geld;Tim Kramer;2013
Konzert und Theater St. Gallen;Urs Widmer;Top Dogs;Peter Ries;2008
Konzert und Theater St. Gallen;Vincenzo Bellini;La Sonnambula;Jeremy Carnall / G. B. Corsetti;2010
Konzert und Theater St. Gallen;Vincenzo Bellini;Norma;Nicola Berloffa;2016
Konzert und Theater St. Gallen;William Shakespeare;Der Kaufmann von Venedig;Joshua Sobol;2007
Konzert und Theater St. Gallen;William Shakespeare;Hamlet;Tim Kramer;2007
Konzert und Theater St. Gallen;William Shakespeare;Julius Caesar;Tim Kramer;2011
Konzert und Theater St. Gallen;Wolfgang Amadeus Mozart;Die Entführung aus dem Serail;Johannes Schmid;2014
Konzert und Theater St. Gallen;Wolfgang Amadeus Mozart;Don Giovanni;Peter Tilling / Aurelia Eggers;2006
Konzert und Theater St. Gallen;Wolfgang Amadeus Mozart;La finta giardiniera;Lydia Steier;2013
